funding_year,industry,headquarters_city,deal_count,total_funding_usd,avg_deal_usd,undisclosed_deals
2020,AI,Bangalore,2,6600000.0,3300000.0,0
2020,Tech Startup,Mumbai,2,6560000.0,3280000.0,0
2020,AI Company,Gurugram,1,6000000.0,6000000.0,0
2020,"Supply chain, Agritech",Gurugram,1,5900000.0,5900000.0,0
2020,Ecommerce,Jaipur,2,5250000.0,2625000.0,0
2020,IoT startup,Pune,1,5100000.0,5100000.0,0
2020,Agritech startup,Chennai,1,5060000.0,5060000.0,0
2020,Tech Startup,New Delhi,1,5040000.0,5040000.0,0
2020,AgriTech,Samastipur,1,5000000.0,5000000.0,0
2020,FM,Bangalore,1,5000000.0,5000000.0,0
2020,Finance,Mumbai,1,5000000.0,5000000.0,0
2020,Food Industry,Kolkata,1,5000000.0,5000000.0,0
2020,Solar SaaS,Bangalore,1,5000000.0,5000000.0,0
2020,SpaceTech,Bangalore,1,5000000.0,5000000.0,0
2020,AgriTech,Gurugram,2,4500000.0,2250000.0,0
2020,Agritech,Bangalore,2,4500000.0,2250000.0,0
2020,FinTech,New York,1,4500000.0,4500000.0,0
2020,EdTech,New Delhi,1,4300000.0,4300000.0,0
2020,Gaming,Gurugram,1,4300000.0,4300000.0,0
2020,Media,Mumbai,1,4300000.0,4300000.0,0
2020,Tech,Delhi,1,4257000.0,4257000.0,0
2020,Content marketplace,Mumbai,1,4200000.0,4200000.0,0
2020,API platform,Chennai,1,4050000.0,4050000.0,0
2020,Data Analytics,Hyderabad,1,4000000.0,4000000.0,0
2020,E-commerce,Noida,1,4000000.0,4000000.0,0
2020,Ecommerce,Hyderabad,1,4000000.0,4000000.0,0
2020,Video personalization,New York,1,4000000.0,4000000.0,0
2020,Content management,Bangalore,1,3500000.0,3500000.0,0
2020,Logistics,Gurugram,1,3400000.0,3400000.0,0
2020,Tech Startup,Singapore,1,3400000.0,3400000.0,0
2020,Mobility/Transport,Gurugram,1,3300000.0,3300000.0,0
2020,EdTech,Kochi,2,3100000.0,1550000.0,0
2020,AI startup,Mumbai,1,3000000.0,3000000.0,0
2020,Agritech,Gurugram,1,3000000.0,3000000.0,0
2020,Cleantech,Bangalore,1,3000000.0,3000000.0,0
2020,Cleantech,Gurugram,1,3000000.0,3000000.0,0
2020,EV startup,Gujarat,1,3000000.0,3000000.0,0
2020,EV startup,Hyderabad,1,3000000.0,3000000.0,0
2020,Ecommerce,Delhi,1,3000000.0,3000000.0,0
2020,FinTech,New Delhi,1,3000000.0,3000000.0,0
2020,HeathTech,Plano,1,3000000.0,3000000.0,0
2020,Tech Startup,Gurugram,1,3000000.0,3000000.0,0
2020,Personal care startup,Mumbai,1,2900000.0,2900000.0,0
2020,Healthcare/Edtech,Gurugram,1,2800000.0,2800000.0,0
2020,Ecommerce,New Delhi,1,2743000.0,2743000.0,0
2020,Food,Bangalore,1,2700000.0,2700000.0,0
2020,Foodtech,Delhi,2,2627300.0,1313650.0,0
2020,AgriTech,Bangalore,2,2600000.0,1300000.0,0
2020,Food & Logistics,Bangalore,1,2300000.0,2300000.0,0
2020,HealthTech,Pune,1,2300000.0,2300000.0,0
2020,Gaming,Bangalore,2,2250000.0,1125000.0,0
2020,Construction,Bangalore,1,2200000.0,2200000.0,0
2020,Ecommerce,Bangalore,1,2200000.0,2200000.0,0
2020,Unknown,Bangalore,2,2149600.0,1074800.0,0
2020,IT,Mumbai,1,2110000.0,2110000.0,0
2020,Logistics,Bangalore,1,2004000.0,2004000.0,0
2020,Ayurveda tech,Gurugram,1,2000000.0,2000000.0,0
2020,E-commerce,Hyderabad,1,2000000.0,2000000.0,0
2020,E-connect,Hyderabad,1,2000000.0,2000000.0,0
2020,EdTech,Noida,1,2000000.0,2000000.0,0
2020,FinTech,Andheri,1,2000000.0,2000000.0,0
2020,Fitness startup,Pune,1,2000000.0,2000000.0,0
2020,Food & Bevarages,Gurugram,1,2000000.0,2000000.0,0
2020,Foodtech,Ahmedabad,1,2000000.0,2000000.0,0
2020,PaaS startup,Bangalore,1,2000000.0,2000000.0,0
2020,SaaS,Ahmedabad,1,2000000.0,2000000.0,0
2020,SaaS startup,Bangalore,2,2000000.0,1000000.0,0
2020,Tech Startup,California,1,2000000.0,2000000.0,0
2020,Gaming,Delhi,1,1700000.0,1700000.0,0
2020,Conversational AI platform,Kolkata,1,1500000.0,1500000.0,0
2020,Deeptech,Thane,1,1500000.0,1500000.0,0
2020,Digital Media,Gujarat,1,1500000.0,1500000.0,0
2020,Food & Bevarages,Indore,1,1500000.0,1500000.0,0
2020,HR Tech startup,Gurugram,1,1500000.0,1500000.0,0
2020,Healthtech,Hyderabad,1,1500000.0,1500000.0,0
2020,Media,Haryana,1,1500000.0,1500000.0,0
2020,Medtech,Bangalore,1,1500000.0,1500000.0,0
2020,Proptech,Bangalore,1,1500000.0,1500000.0,0
2020,Healthtech,Delhi,1,1403400.0,1403400.0,0
2020,Biomaterial startup,Kanpur,1,1400000.0,1400000.0,0
2020,Publication,Seoul,1,1400000.0,1400000.0,0
2020,AI startup,Bangalore,2,1300000.0,650000.0,0
2020,HealthTech,California,1,1300000.0,1300000.0,0
2020,Data Intelligence,Gurugram,1,1200000.0,1200000.0,0
2020,HealthTech,Bangalore,1,1200000.0,1200000.0,0
2020,Transport,Gurugram,2,1200000.0,600000.0,0
2020,Fitness startup,Bangalore,1,1100000.0,1100000.0,0
2020,SaaS startup,Seattle,1,1100000.0,1100000.0,0
2020,FinTech,Singapore,1,1080000.0,1080000.0,0
2020,Deep Tech,Chennai,1,1050000.0,1050000.0,0
2020,Insurance Tech,Mumbai,1,1050000.0,1050000.0,0
2020,Hospitality,Gurugram,1,1030000.0,1030000.0,0
2020,AR/VR startup,Thane,1,1000000.0,1000000.0,0
2020,AgriTech,Jaipur,1,1000000.0,1000000.0,0
2020,Cloud Kitchen,Mumbai,1,1000000.0,1000000.0,0
2020,Co-working Startup,Bangalore,1,1000000.0,1000000.0,0
2020,Crowdsourcing,Pune,1,1000000.0,1000000.0,0
2020,Defense tech,Chennai,1,1000000.0,1000000.0,0
2020,FMCG,Bangalore,1,1000000.0,1000000.0,0
2020,Fashion,Chennai,1,1000000.0,1000000.0,0
2020,Fashion,Mumbai,1,1000000.0,1000000.0,0
2020,Gaming startup,Bangalore,1,1000000.0,1000000.0,0
2020,Interior design,Chennai,1,1000000.0,1000000.0,0
2020,LegalTech,Kolkata,1,1000000.0,1000000.0,0
2020,Recruitment startup,Hyderabad,1,1000000.0,1000000.0,0
2020,Soil-Tech,Hyderabad,1,1000000.0,1000000.0,0
2020,Tech,Pune,1,971000.0,971000.0,0
2020,Food & Bevarages,Bangalore,1,900000.0,900000.0,0
2020,Retail,Jaipur,1,900000.0,900000.0,0
2020,WL & RAC protection,Mumbai,1,900000.0,900000.0,0
2020,Investment,Bangalore,1,887000.0,887000.0,0
2020,AI startup,Hyderabad,1,800000.0,800000.0,0
2020,AR startup,Mumbai,1,800000.0,800000.0,0
2020,SaaS startup,Gujarat,1,800000.0,800000.0,0
2020,Blockchain startup,Mumbai,1,750000.0,750000.0,0
2020,Marketing company,Mumbai,1,700000.0,700000.0,0
2020,Finance,New Delhi,1,682000.0,682000.0,0
2020,EdTech Startup,Bangalore,1,650000.0,650000.0,0
2020,FinTech,Hyderabad,1,650000.0,650000.0,0
2020,AI,Delhi,1,600000.0,600000.0,0
2020,Biotechnology company,Jodhpur,1,600000.0,600000.0,0
2020,EdTech,Hyderabad,1,600000.0,600000.0,0
2020,Healthcare,Bangalore,1,600000.0,600000.0,0
2020,Healthcare,Mumbai,1,600000.0,600000.0,0
2020,SaaS platform,Mumbai,1,600000.0,600000.0,0
2020,Preschool Daycare,Delhi,1,507000.0,507000.0,0
2020,AI startup,Irvine,1,500000.0,500000.0,0
2020,Agri tech,Bangalore,1,500000.0,500000.0,0
2020,Retail startup,New Delhi,1,500000.0,500000.0,0
2020,SaaS,Mumbai,1,500000.0,500000.0,0
2020,SaaS startup,Indore,1,500000.0,500000.0,0
2020,SaaS startup,Noida,1,500000.0,500000.0,0
2020,Unknown,Delhi,1,500000.0,500000.0,0
2020,Fashion Tech,Gurugram,1,467000.0,467000.0,0
2020,Dairy,Bangalore,1,400000.0,400000.0,0
2020,E-commerce,Chennai,1,400000.0,400000.0,0
2020,Entertainment,Mumbai,1,400000.0,400000.0,0
2020,Fitness,Bangalore,1,400000.0,400000.0,0
2020,Retail startup,Kolkata,1,400000.0,400000.0,0
2020,Agritech,Bihar,1,329000.0,329000.0,0
2020,Content Marktplace,Mumbai,1,306900.0,306900.0,0
2020,FinTech,Noida,1,250000.0,250000.0,0
2020,IoT,Goa,1,248000.0,248000.0,0
2020,AI,Mumbai,1,220000.0,220000.0,0
2020,Fertility tech,Bangalore,1,200000.0,200000.0,0
2020,Medtech,Kolkata,1,200000.0,200000.0,0
2020,AI,Pune,1,160000.0,160000.0,0
2020,Dating app,Gurugram,1,110000.0,110000.0,0
2020,EdTech Startup,Pune,1,100000.0,100000.0,0
2020,FoodTech,Bangalore,1,100000.0,100000.0,0
2020,Interior & decor,Mumbai,1,100000.0,100000.0,0
2020,HR Tech,Gurugram,1,40000.0,40000.0,0
2021,Innovation Management,Bangalore,1,1000000000.0,1000000000.0,0
2021,FinTech,Bangalore,28,965700000.0,37142308.0,2
2021,Automotive,Gurugram,4,848000000.0,212000000.0,0
2021,Financial Services,Bangalore,21,744300000.0,37215000.0,1
2021,EdTech,Bangalore,23,591420000.0,32856667.0,5
2021,FinTech,New Delhi,14,555000000.0,42692308.0,1
2021,Finance,Bangalore,2,500000000.0,250000000.0,0
2021,HealthTech,Mumbai,3,353000000.0,176500000.0,1
2021,Logistics,Gurugram,3,305000000.0,101666667.0,0
2021,Automotive,Bangalore,7,298500000.0,42642857.0,0
2021,Social media,Bangalore,1,266000000.0,266000000.0,0
2021,Crypto,Bangalore,1,260000000.0,260000000.0,0
2021,Insurance,Bangalore,2,258500000.0,129250000.0,0
2021,Home services,New Delhi,1,250000000.0,250000000.0,0
2021,Computer software,Bangalore,5,233400000.0,77800000.0,2
2021,Construction,Thane,2,225000000.0,112500000.0,0
2021,Logistics & Supply Chain,Bangalore,5,221000000.0,44200000.0,0
2021,Food & Beverages,Bangalore,3,200000000.0,66666667.0,0
2021,SaaS startup,Mumbai,1,200000000.0,200000000.0,0
2021,E-learning,Bangalore,7,199035000.0,28433571.0,0
2021,BioTechnology,Bangalore,1,195000000.0,195000000.0,0
2021,Cloud kitchen,Mumbai,1,175000000.0,175000000.0,0
2021,D2C,Bangalore,2,171000000.0,85500000.0,0
2021,FinTech,Chennai,4,160000000.0,40000000.0,0
2021,Tech Startup,Bangalore,3,151000000.0,50333333.0,0
2021,D2C Business,New Delhi,1,150000000.0,150000000.0,0
2021,Information Technology & Services,Pune,1,150000000.0,150000000.0,0
2021,"Health, Wellness & Fitness",Chennai,1,140000000.0,140000000.0,0
2021,EdTech,Gurugram,15,133450000.0,9532143.0,1
2021,Banking,Mumbai,2,130000000.0,65000000.0,0
2021,Software Startup,Ahmedabad,1,125000000.0,125000000.0,0
2021,E-commerce,Bangalore,4,124300000.0,41433333.0,1
2021,Information Technology & Services,Mumbai,5,124200000.0,24840000.0,0
2021,Information Technology & Services,Gurugram,3,124000000.0,41333333.0,0
2021,E-commerce,New Delhi,1,111000000.0,111000000.0,0
2021,Healthcare,Bangalore,7,102830000.0,17138333.0,1
2021,Fashion & Lifestyle,Mumbai,1,100000000.0,100000000.0,0
2021,Recruitment,Bangalore,1,100000000.0,100000000.0,0
2021,Hospital & Health Care,Gurugram,2,98300000.0,49150000.0,0
2021,Logistics & Supply Chain,Gurugram,3,95000000.0,31666667.0,0
2021,B2B Ecommerce,Bangalore,1,85000000.0,85000000.0,0
2021,Computer Software,Bangalore,4,83900000.0,20975000.0,0
2021,Healthtech,Mumbai,3,79500000.0,39750000.0,1
2021,E-commerce,Pune,2,79000000.0,39500000.0,0
2021,"Manchester, Greater Manchester",Information Technology & Services,1,75000000.0,75000000.0,0
2021,FinTech,Gurugram,10,73600000.0,7360000.0,0
2021,Food & Beverages,Mumbai,7,73340000.0,14668000.0,2
2021,Human Resources,Bangalore,3,72200000.0,24066667.0,0
2021,FinTech,Mumbai,13,71000000.0,6454545.0,2
2021,AgriTech,Pune,2,70000000.0,70000000.0,1
2021,Information Technology & Services,Bangalore,6,67700000.0,11283333.0,0
2021,EdTech,Noida,3,67000000.0,33500000.0,1
2021,Retail,Gurugram,2,65900000.0,32950000.0,0
2021,Gaming,New Delhi,1,65000000.0,65000000.0,0
2021,Logistics,Bangalore,3,63000000.0,21000000.0,0
2021,HealthTech,Bangalore,5,60200000.0,12040000.0,0
2021,E-learning,Gurugram,4,60000000.0,15000000.0,0
2021,Financial Services,Mumbai,5,56500000.0,11300000.0,0
2021,Hospital & Health Care,Bangalore,3,56000000.0,18666667.0,0
2021,Financial Services,Jaipur,1,53000000.0,53000000.0,0
2021,HealthTech,Gurugram,1,53000000.0,53000000.0,0
2021,B2B E-commerce,Mumbai,1,51000000.0,51000000.0,0
2021,Clothing,Bangalore,1,50000000.0,50000000.0,0
2021,Interior Design,Bangalore,1,50000000.0,50000000.0,0
2021,Transportation,Bangalore,2,48000000.0,24000000.0,0
2021,InsureTech,Mumbai,1,45000000.0,45000000.0,0
2021,Insuretech,Gurugram,1,45000000.0,45000000.0,0
2021,Social commerce,Bangalore,1,45000000.0,45000000.0,0
2021,Consumer Services,Bangalore,3,43000000.0,14333333.0,0
2021,Logistics,New Delhi,2,41000000.0,41000000.0,1
2021,Delivery service,Bangalore,1,40000000.0,40000000.0,0
2021,Mobility,Mumbai,1,40000000.0,40000000.0,0
2021,EdTech,Mumbai,8,38800000.0,5542857.0,1
2021,Pet care,New Delhi,1,37000000.0,37000000.0,0
2021,E-commerce,Gurugram,4,36200000.0,9050000.0,0
2021,Financial Services,Chennai,1,35000000.0,35000000.0,0
2021,Telecommunications,Bangalore,1,35000000.0,35000000.0,0
2021,AgriTech,Gurugram,2,34000000.0,17000000.0,0
2021,E-commerce,Mumbai,4,32720000.0,10906667.0,1
2021,Financial Services,New Delhi,4,32500000.0,8125000.0,0
2021,Cosmetics,Noida,1,32000000.0,32000000.0,0
2021,Social network,Gurugram,1,32000000.0,32000000.0,0
2021,Financial Services,Pune,3,31100000.0,15550000.0,1
2021,AgriTech,Patna,1,30000000.0,30000000.0,0
2021,B2B,Bangalore,1,30000000.0,30000000.0,0
2021,B2B startup,New Delhi,1,30000000.0,30000000.0,0
2021,Computer Software,Gurugram,1,30000000.0,30000000.0,0
2021,Consumer Goods,Ahmedabad,1,30000000.0,30000000.0,0
2021,Social Media,Bangalore,1,30000000.0,30000000.0,0
2021,Software Startup,Bangalore,1,30000000.0,30000000.0,0
2021,"Health, Wellness & Fitness",Mumbai,2,29000000.0,14500000.0,0
2021,AgriTech,Bangalore,4,28600000.0,7150000.0,0
2021,HealthCare,Bangalore,2,28500000.0,14250000.0,0
2021,AI startup,Bangalore,5,26700000.0,6675000.0,1
2021,Community platform,Bangalore,1,26000000.0,26000000.0,0
2021,Tech startup,New Delhi,1,25000000.0,25000000.0,0
2021,Hospital & Health Care,Hyderabad,1,24000000.0,24000000.0,0
2021,Food & Beverages,New Delhi,6,22850000.0,4570000.0,1
2021,OTT,Bangalore,1,22000000.0,22000000.0,0
2021,Retail,Mumbai,2,22000000.0,11000000.0,0
2021,AgriTech,Chandigarh,1,21000000.0,21000000.0,0
2021,Apparel & Fashion,Gurugram,2,20300000.0,10150000.0,0
2021,Beauty products,Mumbai,1,20000000.0,20000000.0,0
2021,Furniture,Bangalore,1,20000000.0,20000000.0,0
2021,Health,Mumbai,1,20000000.0,20000000.0,0
2021,Industrial Automation,Pune,1,20000000.0,20000000.0,0
2021,Information Technology & Services,New Delhi,2,20000000.0,10000000.0,0
2021,Hospitality,Bangalore,2,19000000.0,9500000.0,0
2021,E-commerce,Hyderabad,4,18200000.0,4550000.0,0
2021,Heathcare,Mumbai,2,17000000.0,8500000.0,0
2021,Renewable Energy,Mumbai,2,17000000.0,8500000.0,0
2021,SaaS,Noida,1,17000000.0,17000000.0,0
2021,"Health, Wellness & Fitness",Bangalore,3,16900000.0,5633333.0,0
2021,Consulting,Bangalore,2,16800000.0,8400000.0,0
2021,FinTech,Gujarat,2,15300000.0,7650000.0,0
2021,AI startup,Jaipur,1,15000000.0,15000000.0,0
2021,Cryptocurrency,Bangalore,1,15000000.0,15000000.0,0
2021,Food & Beverages,Kolkata,1,15000000.0,15000000.0,0
2021,Food & Beverages,Gurugram,4,14700000.0,4900000.0,1
2021,Healthcare,Mumbai,4,14700000.0,3675000.0,0
2021,Food and Beverages,Bangalore,1,14300000.0,14300000.0,0
2021,Biotechnology,Bangalore,3,14000000.0,4666667.0,0
2021,E-learning,Mumbai,2,13400000.0,6700000.0,0
2021,Hospitality,Gurugram,3,13200000.0,4400000.0,0
2021,Education Management,Gurugram,1,13000000.0,13000000.0,0
2021,"Health, Wellness & Fitness",Pune,2,13000000.0,6500000.0,0
2021,Gaming,Bangalore,4,12900000.0,3225000.0,0
2021,Retail,Bangalore,2,12100000.0,6050000.0,0
2021,Information Technology & Services,Chennai,1,12000000.0,12000000.0,0
2021,Computer Software,Pune,3,11600000.0,3866667.0,0
2021,Consumer Goods,New Delhi,3,11400000.0,3800000.0,0
2021,SpaceTech,Chennai,2,11000000.0,11000000.0,1
2021,AgriTech,Chennai,2,10700000.0,5350000.0,0
2021,Financial Services,Gurugram,3,10500000.0,3500000.0,0
2021,Deeptech,Bangalore,3,10300000.0,3433333.0,0
2021,Computer Software,Mumbai,1,10000000.0,10000000.0,0
2021,Cosmetics,Jaipur,1,10000000.0,10000000.0,0
2021,E-learning,New Delhi,1,10000000.0,10000000.0,0
2021,Farming,Gurugram,1,10000000.0,10000000.0,0
2021,Marketing & Advertising,Mumbai,2,10000000.0,5000000.0,0
2021,Product studio,Bangalore,1,10000000.0,10000000.0,0
2021,SpaceTech,Bangalore,2,9800000.0,4900000.0,0
2021,E-learning,Noida,1,9500000.0,9500000.0,0
2021,SaaS startup,New Delhi,2,9000000.0,9000000.0,1
2021,EdTech,New Delhi,9,8860000.0,1107500.0,1
2021,FinTech,Noida,2,8600000.0,4300000.0,0
2021,Real Estate,Bangalore,3,8600000.0,2866667.0,0
2021,Consumer Services,Mumbai,2,8200000.0,4100000.0,0
2021,Financial Services,Bhilwara,1,8000000.0,8000000.0,0
2021,Professional Training & Coaching,Haryana,1,8000000.0,8000000.0,0
2021,Logistics & Supply Chain,Pune,2,7770000.0,3885000.0,0
2021,AI Chatbot,Faridabad,1,7500000.0,7500000.0,0
2021,Healthcare,New Delhi,2,7500000.0,3750000.0,0
2021,Computer & Network Security,Bangalore,1,7000000.0,7000000.0,0
2021,HealthCare,New Delhi,4,7000000.0,2333333.0,1
2021,Insurance,Noida,1,7000000.0,7000000.0,0
2021,Investment Management,Mumbai,1,7000000.0,7000000.0,0
2021,Renewables & Environment,New Delhi,1,7000000.0,7000000.0,0
2021,Consumer Goods,Gurugram,4,6960000.0,1740000.0,0
2021,Information Technology,Bangalore,4,6940000.0,1735000.0,0
2021,Online Media,Bangalore,2,6700000.0,3350000.0,0
2021,Automotive,New Delhi,3,6600000.0,3300000.0,1
2021,Capital Markets,Bangalore,1,6600000.0,6600000.0,0
2021,HealthCare,Coimbatore,1,6300000.0,6300000.0,0
2021,E-commerce,Thane,2,6225000.0,3112500.0,0
2021,Femtech,Bangalore,1,6000000.0,6000000.0,0
2021,"Health, Wellness & Fitness",Gurugram,1,6000000.0,6000000.0,0
2021,Insurance,Gurugram,1,6000000.0,6000000.0,0
2021,Information Services,Bangalore,1,5700000.0,5700000.0,0
2021,Gaming,Pune,1,5500000.0,5500000.0,0
2021,Health,Gurugram,1,5500000.0,5500000.0,0
2021,Veterinary,Pune,1,5500000.0,5500000.0,0
2021,IT startup,Gurugram,1,5200000.0,5200000.0,0
2021,AI company,Bangalore,1,5000000.0,5000000.0,0
2021,BioTechnology,New Delhi,1,5000000.0,5000000.0,0
2021,Education Management,Noida,1,5000000.0,5000000.0,0
2021,InsureTech,Bangalore,1,5000000.0,5000000.0,0
2021,Logistics,Thane,1,5000000.0,5000000.0,0
2021,Mobility,Gurugram,1,5000000.0,5000000.0,0
2021,Telecommunications,Hyderabad,1,5000000.0,5000000.0,0
2021,SaaS startup,Bangalore,6,4800000.0,960000.0,1
2021,Renewable Energy,Pune,1,4500000.0,4500000.0,0
2021,Blogging,Bangalore,1,4100000.0,4100000.0,0
2021,Analytics,Mumbai,1,4000000.0,4000000.0,0
2021,EdTech,Telangana,1,4000000.0,4000000.0,0
2021,FinTech,Pune,2,4000000.0,4000000.0,1
2021,Fishery,Chennai,1,4000000.0,4000000.0,0
2021,Retail,Ghaziabad,1,4000000.0,4000000.0,0
2021,Retail,Kolkata,1,4000000.0,4000000.0,0
2021,Spiritual,Bangalore,1,4000000.0,4000000.0,0
2021,AgriTech,Noida,1,3800000.0,3800000.0,0
2021,Logistics & Supply Chain,Chennai,1,3500000.0,3500000.0,0
2021,Solar,Gujarat,1,3500000.0,3500000.0,0
2021,Wholesale,Bangalore,1,3500000.0,3500000.0,0
2021,HR Tech,Gurugram,1,3300000.0,3300000.0,0
2021,AI startup,Chennai,1,3000000.0,3000000.0,0
2021,AgriTech,Samsitpur,1,3000000.0,3000000.0,0
2021,Aviation,Bangalore,1,3000000.0,3000000.0,0
2021,E-commerce,Jaipur,1,3000000.0,3000000.0,0
2021,EV,Bangalore,1,3000000.0,3000000.0,0
2021,EdTech,Chennai,1,3000000.0,3000000.0,0
2021,Education,New Delhi,1,3000000.0,3000000.0,0
2021,Entertainment,Mumbai,1,3000000.0,3000000.0,0
2021,Equity Management,Mumbai,1,3000000.0,3000000.0,0
2021,HealthCare,Gurugram,2,3000000.0,3000000.0,1
2021,HealthCare,Kolkata,1,3000000.0,3000000.0,0
2021,HealthTech,New Delhi,1,3000000.0,3000000.0,0
2021,Healthcare,Gurugram,2,3000000.0,3000000.0,1
2021,Hospital & Health Care,New Delhi,1,3000000.0,3000000.0,0
2021,Insuretech,New Delhi,1,3000000.0,3000000.0,0
2021,Matrimony,Bangalore,1,3000000.0,3000000.0,0
2021,NFT,Bangalore,1,3000000.0,3000000.0,0
2021,Social audio,Bangalore,1,3000000.0,3000000.0,0
2021,Staffing & Recruiting,Gurugram,1,3000000.0,3000000.0,0
2021,Supply chain platform,Bangalore,1,3000000.0,3000000.0,0
2021,Tech startup,Chennai,1,3000000.0,3000000.0,0
2021,Video communication,Bangalore,1,3000000.0,3000000.0,0
2021,Social commerce,New Delhi,1,2900000.0,2900000.0,0
2021,Insuretech,Bangalore,2,2800000.0,1400000.0,0
2021,B2B Manufacturing,Gurugram,1,2600000.0,2600000.0,0
2021,Pet care,Bangalore,1,2600000.0,2600000.0,0
2021,Blockchain,Chandigarh,1,2500000.0,2500000.0,0
2021,EdTech,Pune,2,2400000.0,1200000.0,0
2021,Music,Mumbai,2,2250000.0,1125000.0,0
2021,B2B Travel,New Delhi,1,2200000.0,2200000.0,0
2021,Computer Software,Hyderabad,2,2100000.0,1050000.0,0
2021,Retail,New Delhi,2,2100000.0,1050000.0,0
2021,Consumer Goods,Hyderabad,1,2000000.0,2000000.0,0
2021,Consumer Goods,Mumbai,3,2000000.0,666667.0,0
2021,Dating,New Delhi,1,2000000.0,2000000.0,0
2021,Design,Mumbai,1,2000000.0,2000000.0,0
2021,Eyewear,Gurugram,1,2000000.0,2000000.0,0
2021,Fashion,Bangalore,1,2000000.0,2000000.0,0
2021,Food Production,Pune,1,2000000.0,2000000.0,0
2021,Gaming,Noida,1,2000000.0,2000000.0,0
2021,IT startup,Hyderabad,1,2000000.0,2000000.0,0
2021,Information Technology,Noida,1,2000000.0,2000000.0,0
2021,Marketing & Advertising,Bangalore,1,2000000.0,2000000.0,0
2021,Real Estate,Mumbai,1,2000000.0,2000000.0,0
2021,SportsTech,Mumbai,1,2000000.0,2000000.0,0
2021,Trading platform,Gurugram,1,2000000.0,2000000.0,0
2021,sports,Gurugram,1,2000000.0,2000000.0,0
2021,Computer software,Mumbai,1,1900000.0,1900000.0,0
2021,Advertisement,Bangalore,1,1800000.0,1800000.0,0
2021,Aeorspace,Ahmadabad,1,1800000.0,1800000.0,0
2021,Blockchain startup,Bangalore,1,1800000.0,1800000.0,0
2021,Software,Bangalore,1,1800000.0,1800000.0,0
2021,Financial Services,Noida,1,1700000.0,1700000.0,0
2021,Insuretech,Mumbai,1,1700000.0,1700000.0,0
2021,Hospitality,New Delhi,2,1600000.0,800000.0,0
2021,Maritime,Chennai,1,1600000.0,1600000.0,0
2021,Water purification,Gurugram,1,1600000.0,1600000.0,0
2021,Blockchain startup,New Delhi,1,1500000.0,1500000.0,0
2021,Cosmetics,Ahmedabad,1,1500000.0,1500000.0,0
2021,Crypto,Mumbai,1,1500000.0,1500000.0,0
2021,Health care,New Delhi,1,1500000.0,1500000.0,0
2021,HealthCare,Telugana,1,1500000.0,1500000.0,0
2021,Management Consulting,Gurugram,1,1500000.0,1500000.0,0
2021,Manufacturing startup,Mumbai,1,1500000.0,1500000.0,0
2021,Internet,Noida,1,1400000.0,1400000.0,0
2021,Automotive,Hyderabad,1,1300000.0,1300000.0,0
2021,Information Technology & Services,Hyderabad,1,1300000.0,1300000.0,0
2021,Tech Startup,Pune,1,1250000.0,1250000.0,0
2021,Apparel & Fashion,Mumbai,2,1200000.0,600000.0,0
2021,Computer Games,Computer Games,1,1200000.0,1200000.0,0
2021,Cosmetics,Gurugram,1,1200000.0,1200000.0,0
2021,Food & Beverages,Noida,1,1200000.0,1200000.0,0
2021,Fashion,Gurugram,2,1100000.0,550000.0,0
2021,Foootwear,Mumbai,1,1100000.0,1100000.0,0
2021,Mobile Games,Bangalore,1,1100000.0,1100000.0,0
2021,Apparel & Fashion,Bangalore,1,1000000.0,1000000.0,0
2021,Celebrity Engagement,Gurugram,1,1000000.0,1000000.0,0
2021,Commerce,Gurugram,1,1000000.0,1000000.0,0
2021,Computer Software,Ahmedabad,1,1000000.0,1000000.0,0
2021,Content publishing,Mumbai,1,1000000.0,1000000.0,0
2021,Drone,Chennai,1,1000000.0,1000000.0,0
2021,EdTech,Ahmadabad,1,1000000.0,1000000.0,0
2021,EdTech,Andheri,1,1000000.0,1000000.0,0
2021,Education Management,Jaipur,1,1000000.0,1000000.0,0
2021,Fitness,Silvassa,1,1000000.0,1000000.0,0
2021,"Health, Wellness & Fitness",New Delhi,2,1000000.0,1000000.0,1
2021,Heathcare,Bangalore,1,1000000.0,1000000.0,0
2021,Hospitality,Mumbai,1,1000000.0,1000000.0,0
2021,Industrial Automation,Bangalore,1,1000000.0,1000000.0,0
2021,Internet,Bangalore,1,1000000.0,1000000.0,0
2021,MLOps platform,Chennai,1,1000000.0,1000000.0,0
2021,MarTech,Pune,1,1000000.0,1000000.0,0
2021,NFT,Gurugram,1,1000000.0,1000000.0,0
2021,Rental,Ahmadabad,1,1000000.0,1000000.0,0
2021,Sales and Distribution,Bangalore,1,1000000.0,1000000.0,0
2021,Skill development,Gurugram,1,1000000.0,1000000.0,0
2021,Tech Startup,New Delhi,1,1000000.0,1000000.0,0
2021,Tourism,Panaji,1,1000000.0,1000000.0,0
2021,Vehicle repair startup,Bangalore,1,1000000.0,1000000.0,0
2021,EV startup,Bangalore,1,900000.0,900000.0,0
2021,Solar,New Delhi,1,900000.0,900000.0,0
2021,Deep Tech,Bangalore,1,850000.0,850000.0,0
2021,Community,Gurugram,1,810000.0,810000.0,0
2021,AgriTech,Kochi,1,800000.0,800000.0,0
2021,Finance,Jaipur,1,800000.0,800000.0,0
2021,Fitness,Bangalore,1,800000.0,800000.0,0
2021,Helathcare,Bangalore,2,800000.0,400000.0,0
