records,total_funding_usd,average_funding_usd,median_funding_usd,industries,locations,founded_year_range,funding_year_range,founded_year_imputed_pct
1460,30134691041.0,20640199.343150686,3000000.0,599,78,1982-2021,2018-2021,27.53
