CompanyName,Year Founded,Funding Year,Founded Imputed,Head Quarter,Industry In,AboutCompany,Founders,Investor,Amount in ($),Funding Round/Series
SirionLabs,2012,2020,False,Gurugram,SaaS,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Series C
Refrens,2019,2020,False,Bengaluru,SaaS,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed Round
Vernacular ai,2016,2020,False,Bengaluru,AI,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",5100000.0,Series A
Rooter,2016,2020,False,New Delhi,Gaming,Live sports engagement platform,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Pre series A
Pratilipi,2014,2020,False,Bengaluru,Media,A digital platform that connects readers and writers in various languages,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,9400000.0,Series C
Classplus,2008,2020,False,New Delhi,Edtech,"It provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",RTP Global,8200000.0,Series B
MYSUN,2015,2020,False,New Delhi,Tech,Platform for rooftop solar energy solutions,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,4257000.0,Pre series A
Convosight,2019,2020,False,Hyderabad,Data Analytics,It helps business gain insights from its community on Facebook groups,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",4000000.0,Pre series A
Bira91,2015,2020,False,Bengaluru,Beverage,Craft beer maker,Ankur Jain,"Sequoia Capital, Sofina",20000000.0,Series C
Guvi Geek Network Pvt Ltd,2014,2020,False,Chennai,Edtech,Operates vernacular-language based education,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Pre series A
LoadShare,2017,2020,False,Bengaluru,Logistics,Provides technology based solutions to SMEs in logistics,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,2004000.0,Series B
Spintly,2017,2020,False,Goa,IoT,It is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,248000.0,Pre series A
Aavenir,2019,2020,False,Ahmedabad,SaaS,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Seed Round
BankBazaar,2008,2020,False,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",3800000.0,Series D
Porter,2014,2020,False,Mumbai,Logistics,Logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D
Capital Float,2013,2020,False,Bengaluru,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F
Swiggy,2014,2020,False,Bengaluru,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A
Fingpay,2016,2020,False,Mumbai,Fintech,Provides payment solutions,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,3500000.0,Series A
Recko,2017,2020,False,Bengaluru,SaaS,The platform enables AI-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A
Kitchens Centre,2019,2020,False,New Delhi,Unknown,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,AngelList India,500000.0,Seed Round
MedGenome,2013,2020,False,Bengaluru,Healthtech,Genetic diagnostic testing company,Sam Santhosh,LeapFrog Investments,55000000.0,Series D
CureFit,2016,2020,False,Bengaluru,Health and Fitness,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D
Imstrong,2019,2020,False,Bengaluru,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed Round
Shadez,2018,2020,False,Mumbai,Interior & decor,Paint Company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed Round
Stanplus,2016,2020,False,Hyderabad,Healthtech,Ambulance service,Prabhdeep Singh,Pegasus FinInvest,1500000.0,Pre series A
CoreStack,2016,2020,False,Chennai,Technology,Enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,8500000.0,Series A
Vivriti Capital,2017,2020,False,Chennai,Fintech,Digital lending startup,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,50000000.0,Series B
ZunRoof,2016,2020,False,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A
Strata,2019,2020,False,Bengaluru,Proptech,Real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",1500000.0,Seed Round
Tricog,2015,2020,False,Bengaluru,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B
Trell,2016,2020,False,Bengaluru,Social e-commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",4000000.0,Pre series A
Chqbook,2017,2020,False,Gurugram,Fintech,"Marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A
SMEcorner,2014,2020,False,Mumbai,Fintech,Financial lending firm to SMEs,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B
Spinny,2015,2020,False,Haryana,E-tail,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B
Vogo,2016,2020,False,Bengaluru,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C
Josh Talks,2015,2020,False,Haryana,Media,Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre series A
AjnaLens,2014,2020,False,Thane,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre series A
Pepper,2017,2020,False,Mumbai,Content Marktplace,End to end content creation platform,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed funding
iMerit,2012,2020,False,Kolkata,IT,Turns information into data that is usable for machine learning processes,Radha Basu,CDC Group Plc,20000000.0,Series B
BharatPe,2018,2020,False,New Delhi,Fintech,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C
Go Desi,2018,2020,False,New Delhi,Foodtech,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed Round
Swiggy,2014,2020,False,Bengaluru,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A
Whatfix,2014,2020,False,Banglore,SaaS,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C
Unacademy,2010,2020,False,Bengaluru,Edtech,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E
Yolo,2019,2020,False,Gurugram,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed funding
MaxWholesale,2016,2020,False,New Delhi,Ecommerce,B2B ecommerce platform for kirana stores,Samarth Agrawal,"IAN Fund-I, Al Falaj Investment Company (AFI)",3000000.0,Series A
Shuttl,2015,2020,False,New Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series C
CodingNinjas,2016,2020,False,New Delhi,Edtech,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A
Furlenco,2011,2020,False,Bengaluru,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C
Brick&Bolt,2018,2020,False,Bengaluru,Unknown,Operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre series A
Pepperfry,2013,2020,False,Mumbai,E-market,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F
FirstCry,2010,2020,False,Pune,E-market,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E
Waycool,2015,2020,False,Chennai,Agritech,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series C
SuperMoney,2018,2020,False,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A
Entri,2017,2020,False,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round
Doubtnut,2017,2020,False,Gurugram,Edtech,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A
Kisan Network,2015,2020,False,Gurugram,Agritech,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round
Vogo,2016,2020,False,Bengaluru,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C
WizKlub,2018,2020,False,Bengaluru,Edtech,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding
Interviewbit,2014,2020,False,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A
Bizongo,2015,2020,False,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C
AppsFlyer,2011,2020,False,Bengaluru,SaaS,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D
Livspace,2014,2020,False,Bengaluru,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D
Samosa Singh,2016,2020,False,Bengaluru,Food,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A
Crysta,2018,2020,False,New Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,Unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A
Eupheus Learning,2017,2020,False,New Delhi,Edtech,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A
Bounce,2014,2020,False,Bengaluru,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D
Goodmylk,2017,2020,False,Bengaluru,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round
Zoomcar,2013,2020,False,Bengaluru,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D
Mera Cashier,2019,2020,False,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round
Bounce,2014,2020,False,Bengaluru,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D
Zinier,2015,2020,False,Bengaluru,Automation,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C
ProEves,2016,2020,False,New Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round
Ninjacart,2015,2020,False,Bengaluru,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C
Wysh,2019,2020,False,Hyderabad,E-connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A
Keito,2016,2020,False,Pune,AI,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round
HighRadius,2016,2020,False,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B
Rivigo,2014,2020,False,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F
GoMechanic,2016,2020,False,New Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B
Fashor,2017,2020,False,Chennai,Fashion,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre Series A
Shuttl,2015,2020,False,New Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C
Pando,2017,2020,False,Chennai,Logitech,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A
Unbox Robotics,2019,2021,False,Bengaluru,AI startup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",1200000.0,Pre-series A
Lead School,2012,2021,False,Mumbai,EdTech,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",30000000.0,Series D
Bizongo,2015,2021,False,Mumbai,B2B E-commerce,Bizongo is a business-to-business online marketplace for packaging products.,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",51000000.0,Series C
FypMoney,2021,2021,False,Gurugram,FinTech,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000.0,Seed
Fitterfly,2016,2021,False,Mumbai,HealthTech,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0,Pre-series A
MyDentalPlan,2014,2021,False,Bengaluru,Helathcare,My Dental Plan provides dental care packages and services.,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,700000.0,Seed
ORAI,2020,2021,False,Bengaluru,IT startup,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,400000.0,Pre-series A
ixamBee,2016,2021,False,New Delhi,EdTech,ixamBee is to provide best online learning experience for preparation of competitive exams.,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",300000.0,Seed
CoinSwitch Kuber,2017,2021,False,Bengaluru,FinTech,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",25000000.0,Series B
Razorpay,2014,2021,False,Bengaluru,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",160000000.0,Series E
ZFW Hospitality,2015,2021,False,New Delhi,Food & Beverages,Creating a sustainable and scalable cloud kitchen network.,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",150000.0,Pre-seed
Optimized Electrotech,2017,2021,False,Ahmadabad,Aeorspace,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection","Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,1800000.0,Pre-series A
Chara,2019,2021,False,Bengaluru,Deep Tech,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.","Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,850000.0,Seed
Sirona Hygiene,2015,2021,False,New Delhi,HealthTech,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",3000000.0,Series A
Pristyn Care,2018,2021,False,Gurugram,HealthTech,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",53000000.0,Series D
TrulyMadly,2013,2021,False,New Delhi,Dating,Trulymadly is a dating platform that uses a match making algorithm.,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",2000000.0,Pre-series A
SuperK,2019,2021,False,Small Towns,Retail,SuperK is a full-stack solution to empower small format retail stores in India.,Neeraj Menta,STRIVE VC,800000.0,Seed
TagZ Foods,2019,2021,False,Bengaluru,Food,TagZ Foods is a supplier of snacks and food products.,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,500000.0,Pre-series A
Puresh Daily,2019,2021,False,Ranchi,Milk startup,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",100000.0,Seed
LimeChat,2020,2021,False,Faridabad,AI Chatbot,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",7500000.0,Seed
Dybo,2019,2021,False,Bengaluru,IT,Product Visualisation Technology for Commerce,Dhawal Jain,Spanache,100000.0,Seed
Solethreads,2018,2021,False,Gurugram,Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Vikram Iyer,"DSG Consumer Partners, Saama Capital",1000000.0,Series A
CredFlow,2020,2021,False,New Delhi,FinTech,CredFlow provides financial solutions to automate your cashflows.,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2000000.0,Seed
PlayShifu,2016,2021,False,Bengaluru,EdTech,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund",17000000.0,Series B
Pitstop,2015,2021,False,Bengaluru,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",3500000.0,Pre-series B
Lendingkart,1999,2021,False,Gujarat,FinTech,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",15000000.0,Debt
CRED,2018,2021,False,Bengaluru,FinTech,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",215000000.0,Series D
Karnival,2015,2021,False,Bengaluru,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Neeraj Tyagi,http://100x.vc/,2500000.0,Seed
PharmEasy,2015,2021,False,Mumbai,HealthTech,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",350000000.0,Series E
WESS,1989,2021,False,Mumbai,Renewable Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Hitesh Doshi,Centrum Financial Services,2000000.0,Seed
Groww,2017,2021,False,Bengaluru,FinTech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",83000000.0,Series D
Avanti Finance,2016,2021,False,Bengaluru,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,26000000.0,Series A
Superpro.ai,2019,2021,False,Bengaluru,Video communication,Enabling independent professionals to bring offline consulting online with AI,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",3000000.0,Seed
WiT-ACE,2020,2021,False,Gurugram,Skill development,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Anuranjita Kumar,CitiusTech,1000000.0,Seed
Spinny,2015,2021,False,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",65000000.0,Series C
PumPumPum,2018,2021,False,Gurugram,Rental,Pumpumpum is a car rental company.,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A
Eunimart,2016,2021,False,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A
Uable,2020,2021,False,Bengaluru,EdTech,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures",35000000.0,Pre-series A
Zoko,2016,2021,False,Bengaluru,Tech Startup,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.","Arjun Paul, Aromal Sivadasan",Y Combinator,140000000.0,Seed
GetWork,2019,2021,False,Gurugram,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal,Artha Venture Fund,200000.0,Seed
Easebuzz,2015,2021,False,Pune,E-commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,Rohit Prasad,"Jitendra Gupta, Amrish Rau",4000000.0,Series A
DusMinute,2017,2021,False,Bengaluru,Retail,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Apoorva Mishra,Indian Angel Network,1100000.0,Pre-series A
TartanSense,2015,2021,False,Bengaluru,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000.0,Series A
IsGoingOnline,2015,2021,False,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A
Camp K12,2010,2021,False,Gurugram,EdTech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000.0,Series A
Elda Health,2020,2021,False,Bengaluru,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1500000.0,Seed
Sporjo,2020,2021,False,Mumbai,SportsTech,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan,Punit Balan,2000000.0,Pre-series A
SuperGaming,2017,2021,False,Pune,Gaming,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A
AppsForBharat,2020,2021,False,Bengaluru,Spiritual,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",Prashant Sachan,"Sequoia Capital India, BEENEXT",4000000.0,Seed
Khatabook,2018,2021,False,Bengaluru,Financial Services,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C
Smytten,2015,2021,False,Gurugram,Consumer Goods,India's largest premium discovery and trial platform!,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6000000.0,Series A
Syook,2016,2021,False,Bengaluru,Industrial Automation,Syook is building the next generation enterprise IOT platform.,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",1000000.0,Series A
NOTO,2019,2021,False,Mumbai,Consumer Goods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",500000.0,Pre-series A
Lumiq,2013,2021,False,Noida,Information Technology,Help enterprises monetize their data and reinvent the digital transformation journey.,Shoaib Mohammad,Info Edge Ventures,2000000.0,Seed
Breathe Well-being,2015,2021,False,Gurugram,Health,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.","Rohan Verma, Aditya Kaicker",Accel,5500000.0,Series A
Probus,2017,2021,False,New Delhi,IoT,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,500000.0,Bridge
Smallcase,2015,2021,False,Bengaluru,FinTech,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,40000000.0,Series C
Postman,2014,2021,False,Bengaluru,Computer software,Postman is the collaboration platform for API development.,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",225000000.0,Series D
Hashnode,2016,2021,False,Bengaluru,Computer software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0,Series A
RACEnergy,2018,2021,False,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000.0,Seed+
