CompanyName,Year Founded,Funding Year,Founded Imputed,Head Quarter,Industry In,AboutCompany,Founders,Investor,Amount in ($),Funding Round/Series
Tricog,2015,2020,False,Bengaluru,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B
Swiggy,2014,2020,False,Bengaluru,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A
Yolo,2019,2020,False,Gurugram,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed funding
CodingNinjas,2016,2020,False,New Delhi,Edtech,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A
SuperMoney,2018,2020,False,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A
Entri,2017,2020,False,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round
Vogo,2016,2020,False,Bengaluru,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C
Mera Cashier,2019,2020,False,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round
ProEves,2016,2020,False,New Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round
Ninjacart,2015,2020,False,Bengaluru,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C
Keito,2016,2020,False,Pune,AI,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round
GoMechanic,2016,2020,False,New Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B
Unbox Robotics,2019,2021,False,Bengaluru,AI startup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",1200000.0,Pre-series A
Lead School,2012,2021,False,Mumbai,EdTech,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",30000000.0,Series D
Optimized Electrotech,2017,2021,False,Ahmadabad,Aeorspace,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection","Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,1800000.0,Pre-series A
TagZ Foods,2019,2021,False,Bengaluru,Food,TagZ Foods is a supplier of snacks and food products.,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,500000.0,Pre-series A
Karnival,2015,2021,False,Bengaluru,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Neeraj Tyagi,http://100x.vc/,2500000.0,Seed
Avanti Finance,2016,2021,False,Bengaluru,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,26000000.0,Series A
Eunimart,2016,2021,False,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A
Smytten,2015,2021,False,Gurugram,Consumer Goods,India's largest premium discovery and trial platform!,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6000000.0,Series A
NOTO,2019,2021,False,Mumbai,Consumer Goods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",500000.0,Pre-series A
Smallcase,2015,2021,False,Bengaluru,FinTech,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,40000000.0,Series C
RACEnergy,2018,2021,False,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000.0,Seed+
FlashPrep,2020,2021,False,Bengaluru,EdTech,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,Pre-seed
Kenko Health,2019,2021,False,Mumbai,Insuretech,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",1700000.0,Pre-series A
Grip Invest,2020,2021,False,Gurugram,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",3000000.0,Series A
Heads Up For Tails,2008,2021,False,New Delhi,Pet care,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",Rashi Sanon,"Verlinvest, Sequoia Capital India",37000000.0,Series A
Neeman,2017,2021,False,Hyderabad,Consumer Goods,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Taran Chhabra,Sixth Sense Ventures,2000000.0,Series A
StockGro,2020,2021,False,Bengaluru,FinTech,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,"Roots Ventures, Velo Partners",5000000.0,Pre-series A
Soothe Healthcare,2012,2021,False,New Delhi,Consumer Goods,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",Sahil Dharia,A91 Partners,10000000.0,Series C
QuickShift,2016,2021,False,Pune,Logistics & Supply Chain,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",770000.0,Seed
infra.market,2016,2021,False,Thane,Construction,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,"Souvik Sengupta, Aaditya Sharda",Tiger Global,125000000.0,Series D
NephroPlus,2009,2021,False,Hyderabad,Hospital & Health Care,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",Vikram Vuppala,IIFL Asset Management,24000000.0,Series E
Stack,2020,2021,False,Bengaluru,Financial Services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",4500000.0,Seed
WeSkill,2020,2021,False,Gurugram,E-learning,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",4000000.0,Pre-seed
SecureNow,2011,2021,False,Gurugram,Insurance,SecureNow is an award winning tech-enabled insurance intermediary.,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,6000000.0,Series B
Kutuki,2017,2021,False,Bengaluru,EdTech,Kutuki is a learning platform focused on children between the ages of three and seven.,"Bharath Bevinahally, Sneha Sundaram",Omidyar Network India,2000000.0,Seed
Eupheus,2017,2021,False,New Delhi,EdTech,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures",4000000.0,Series B
KreditBee,2018,2021,False,Bengaluru,FinTech,KreditBee is an Instant Personal Loan Platform for Young Professionals.,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",75000000.0,Series C
Pencil,2019,2021,False,Mumbai,Content publishing,Pencil is a content publishing platform that enables writers to publish their work for free.,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners",1000000.0,Pre-series A
WizKlub,2018,2021,False,Bengaluru,EdTech,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,800000.0,Pre-series A
Zolve,2020,2021,False,Bengaluru,FinTech,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd",15000000.0,Seed
VerSe Innovation,2007,2021,False,Bengaluru,Innovation Management,Owner of Dailyhunt App and I-Pay,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series H
Newton School,2019,2021,False,Bengaluru,EdTech,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Series A
Progcap,2017,2021,False,New Delhi,FinTech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",1000000.0,Debt
DotPe,2019,2021,False,Gurugram,FinTech,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",8000000.0,Seed
Biconomy,2019,2021,False,New Delhi,Blockchain startup,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",1500000.0,Seed
Karkhana.io,2018,2021,False,Mumbai,Manufacturing startup,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Sonam Motwani,Zone Startups In,1500000.0,Seed
Infra.Market,2016,2021,False,Thane,E-commerce,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,6000000.0,Debt
ReadyAssist,2018,2021,False,Bengaluru,Vehicle repair startup,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,Seed
Toothsi,2018,2021,False,Mumbai,Healthcare,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000.0,Series A
Jumbotail,2015,2021,False,Bengaluru,Food and Beverages,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,Series B3
Phi Commerce,2015,2021,False,Pune,FinTech,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar","Yatra Angel Network, BEENEXT",4000000.0,Series A
Zerone,2018,2021,False,Gurugram,FinTech,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya,Anthill Ventures,1300000.0,Pre-series A
BharatPe,2018,2021,False,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",8200000.0,Debt
90+ My Tuition App,2015,2021,False,Bengaluru,EdTech,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Vingish Vijay,Pearl Investment LLC,5000000.0,Series A
I am Love,2020,2021,False,Mumbai,Healthcare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Shilpa Rathi,Xentel Investments,4000000.0,Seed
Eloelo,2015,2021,False,Bengaluru,Gaming,Creator-led Social Gaming & Live Streaming Platform,"Saurabh Pandey, Akshay Dubey","Waterbridge, Lumikai",2000000.0,Pre-series A
Insane AI,2021,2021,False,Bengaluru,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,800000.0,Seed
Dozee,2015,2021,False,Bengaluru,Healthcare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate",Prime VP,5000000.0,Series A
NirogStreet,2018,2021,False,New Delhi,Healthcare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A
Even,2020,2021,False,Bengaluru,Healthcare,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,Seed
GlobalBees,2021,2021,False,New Delhi,D2C Business,Globalbees partners with entrepreneurs who have built an online-first business. Our team scales up D2C businesses in India and abroad.,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A
MedPay,2020,2021,False,Bengaluru,Information Technology,MedPay® is building the real-time claims adjudication platform for health insurers.,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed
EasyAspataal,2020,2021,False,Mumbai,Healthcare,India’s First Digital Admission Desk for Hospitalisation.,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,500000.0,Seed
The Sleep Company,2019,2021,False,Mumbai,Consumer Goods,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Unknown,Fireside Ventures,1000000.0,Pre-series A
Skylark Drones,2014,2021,False,Bengaluru,Aviation,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",3000000.0,Pre-series A
goSTOPS,2014,2021,False,New Delhi,Hospitality,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",1000000.0,Pre-series A
Bambinos,2020,2021,False,Bengaluru,EdTech,Cohort based extracurricular course for kids,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000.0,Seed
Truemeds,2019,2021,False,Mumbai,Heathcare,Truemeds is a health-tech startup.,"Akshat Nayyar, Kunal Wani",InfoEdge,5000000.0,Series A
Flexmoney,2015,2021,False,Mumbai,FinTech,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Yezdi Lashkari,Pravega Ventures,4800000.0,Series A
Fampay,2019,2021,False,Bengaluru,FinTech,India's first numberless card and UPI without a bank account,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",38000000.0,Series A
Vital,2018,2021,False,New Delhi,Insuretech,"An affordable, digital health plan built around to cover both big and small expenses",Rahul Kumar,BLinC Invest,3000000.0,Pre-series A
RenewBuy,2015,2021,False,Gurugram,Insuretech,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",45000000.0,Series C
Kutumb,2020,2021,False,Bengaluru,Community platform,Kutumb is a social community enabler.,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",26000000.0,Series A
Bueno Finance,2019,2021,False,Gurugram,FinTech,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.","Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",3000000.0,Seed
CityMall,2019,2021,False,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000.0,Series B
WINDO,2020,2021,False,Hyderabad,E-commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000.0,Seed
Airblack,2019,2021,False,Gurugram,IT startup,Airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000.0,Series A
Supertails,2021,2021,False,Bengaluru,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",2600000.0,Pre-series A
SkilloVilla,2020,2021,False,Bengaluru,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000.0,Seed
Cancer Clinics,2014,2021,False,Telugana,HealthCare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Sonali Srungaram, Sasi Sunkara",Axilor,1500000.0,Pre-series A
Zotalabs,2019,2021,False,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed
CityMall,2019,2021,False,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",11000000.0,Series A
KreditBee,2018,2021,False,Bengaluru,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",75000000.0,Seed
MyGlamm,2015,2021,False,Mumbai,Beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Darpan Sanghvi,Bessemer Venture Partners,20000000.0,Series C
Indifi,2015,2021,False,Gurugram,FinTech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",5000000.0,Debt
Bimaplan,2020,2021,False,Mumbai,FinTech,Affordable insurance for the next billion Indians,Vikul Goyal,"Titan Capital, Y Combinator",500000.0,Seed
Leap Finance,2019,2021,False,Bengaluru,FinTech,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,17000000.0,Series B
Captain Fresh,2019,2021,False,Bengaluru,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda,"Matrix Partners India, Ankur Capital",3000000.0,Seed
Northern Arc,2008,2021,False,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",10000000.0,Debt
Reccy Adventures,2019,2021,False,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",400000.0,Seed
Koo,2020,2021,False,Bengaluru,Social Media,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",30000000.0,Series B
Cuvette Tech,2020,2021,False,Bengaluru,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",1800000.0,Seed
Klassroom,2016,2021,False,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,200000.0,Pre-series A
Convin,2019,2021,False,Bengaluru,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",300000.0,Pre-seed
Nivesh,2016,2021,False,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",1600000.0,Pre-series A
Arthya Wealth and Investments,2020,2021,False,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-series A
The Hosteller,2015,2021,False,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-series A
Cora Health,2020,2021,False,Bengaluru,"Health, Wellness & Fitness",Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed
Mosaic Wellness,2019,2021,False,Mumbai,"Health, Wellness & Fitness",A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,24000000.0,Series A
Troo Good,2018,2021,False,Hyderabad,E-commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,7000000.0,Series A
Unnati,2019,2021,False,Noida,FinTech,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",7000000.0,Series A
Lysto,2021,2021,False,Bengaluru,NFT,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3000000.0,Seed
Buyofuel,2020,2021,False,Coimbatore,Oil & Energy,Green Fuels Marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,100000.0,Seed
ElectricPe,2021,2021,False,Bengaluru,EV,India's largest Electric Vehicle Charging Platform,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",3000000.0,Seed
DGV,2019,2021,False,Bengaluru,Information Technology & Services,NeoBanking for Bharat,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A
Mensa,2021,2021,False,Bengaluru,D2C,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B
Planys,2015,2021,False,Chennai,Maritime,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-series A
GoKwik,2020,2021,False,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A
NoBroker.com,2014,2021,False,Bengaluru,Real Estate,NoBroker is a disruptive force in the Real Estate Industry.,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",2100000.0,Series E
21K School,2020,2021,False,Bengaluru,E-learning,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Pre-series A
Adda247,2016,2021,False,Gurugram,E-learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series B
D’Moksha Homes,2020,2021,False,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed
CoinSwitch Kuber,2017,2021,False,Bengaluru,Crypto,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C
kWh Bikes,2020,2021,False,Bengaluru,Automotive,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",2000000.0,Seed
Twin Health,2018,2021,False,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C
ReshaMandi,2020,2021,False,Bengaluru,B2B,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A
AcknoLedger,2021,2021,False,Mumbai,Crypto,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed
Devnagri,2017,2021,False,Noida,Translation & Localization,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.","Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",600000.0,Seed
Revfin,2017,2021,False,New Delhi,Financial Services,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Pre-series A
Yu Foodlabs,2020,2021,False,Gurugram,Food & Beverages,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",1000000.0,Pre-series A
IDfy,2011,2021,False,Mumbai,Information Technology & Services,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,Ashok Hariharan,"TransUnion, Blume Ventures",10000000.0,Series D
Storia,2016,2021,False,Mumbai,Food & Beverages,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Vishal Shah,Sixth Sense Ventures,6000000.0,Series A
Clear,2011,2021,False,Bengaluru,Computer Software,India’s leading FinTech SaaS platform,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",75000000.0,Series C
Porter,2014,2021,False,Bengaluru,Logistics & Supply Chain,Porter is India's Largest Marketplace for Intra-City Logistics.,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",100000000.0,Series E
Wobb,2020,2021,False,Gurugram,Marketing,The platform for marketers to find and work with influencers,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",200000.0,Pre-seed
Spottabl,2017,2021,False,Bengaluru,Human Resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",400000.0,Seed
SportZchain,2021,2021,False,Mumbai,sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed
Mentza,2020,2021,False,Mumbai,E-learning,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform","Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000.0,Seed
Cusmat,2016,2021,False,Hyderabad,Computer Software,CUSMAT is India’s largest immersive skilling and training platform.,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,100000.0,Pre-series A
Kolo,2020,2021,False,Bengaluru,Construction,Home construction app for finding ideas and service providers near you,"Pranav Garg, Jery Althaf",Better Capital,550000.0,Pre-seed
